Alpha	Test	Train	Model	R_sq	Anc2	Anc1
0.263	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.264	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.265	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.266	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.267	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.268	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.269	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.27	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.271	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.272	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.273	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.274	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.275	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.276	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.277	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.278	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.279	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.28	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.281	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.282	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.283	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.284	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.285	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.286	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.287	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.288	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.289	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.29	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.291	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.292	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.293	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.294	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.295	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.296	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.297	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.298	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.299	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.3	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.301	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.302	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.303	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.304	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.305	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.306	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.307	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.308	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.309	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.31	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.311	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.312	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.313	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.314	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.315	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.316	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.317	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.318	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.319	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.32	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.321	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.322	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.323	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.324	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.325	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.326	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.327	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.328	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.329	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.33	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.331	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.332	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.333	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.334	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.335	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.336	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.337	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.338	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.339	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.34	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.341	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.342	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.343	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.344	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.345	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.346	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.347	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.348	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.349	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.35	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.351	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.352	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.353	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.354	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.355	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.356	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.357	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.358	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.359	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.36	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.361	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.362	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.363	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.364	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.365	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.366	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.367	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.368	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.369	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.37	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.371	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.372	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.373	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.374	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.375	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.376	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.377	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.378	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.379	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.38	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.381	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.382	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.383	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.384	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.385	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.386	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.387	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.388	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.389	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.39	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.391	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.392	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.393	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.394	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.395	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.396	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.397	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.398	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.399	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.4	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.401	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.402	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.403	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.404	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.405	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.406	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.407	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.408	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.409	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.41	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.411	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.412	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.413	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.414	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.415	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.416	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.417	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.418	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.419	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.42	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.421	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.422	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.423	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.424	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.425	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.426	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.427	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.428	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.429	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.43	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.431	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.432	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.433	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.434	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.435	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.436	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.437	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.438	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.439	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.44	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.441	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.442	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.443	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.444	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.445	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.446	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.447	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.448	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.449	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.45	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.451	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.452	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.453	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.454	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.455	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.456	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.457	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.458	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.459	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.46	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.461	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.462	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.463	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.464	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.465	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.466	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.467	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.468	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.469	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.47	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.471	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.472	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.473	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.474	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.475	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.476	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.477	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.478	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.479	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.48	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.481	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.482	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.483	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.484	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.485	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.486	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.487	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.488	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.489	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.49	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.491	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.492	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.493	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.494	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.495	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.496	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.497	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.498	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.499	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.5	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.501	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.502	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.503	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.504	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.505	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.506	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.507	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.508	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.509	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.51	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.511	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.512	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.513	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.514	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.515	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.516	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.517	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.518	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.519	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.52	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.521	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.522	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.523	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.524	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.525	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.526	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.527	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.528	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.529	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.53	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.531	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.532	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.533	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.534	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.535	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.536	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.537	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.538	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.539	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.54	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.541	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.542	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.543	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.544	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.545	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.546	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.547	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.548	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.549	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.55	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.551	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.552	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.553	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.554	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.555	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.556	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.557	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.558	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.559	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.56	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.561	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.562	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.563	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.564	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.565	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.566	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.567	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.568	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.569	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.57	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.571	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.572	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.573	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.574	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.575	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.576	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.577	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.578	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.579	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.58	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.581	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.582	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.583	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.584	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.585	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.586	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.587	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.588	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.589	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.59	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.591	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.592	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.593	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.594	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.595	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.596	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.597	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.598	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.599	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.6	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.601	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.602	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.603	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.604	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.605	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.606	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.607	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.608	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.609	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.61	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.611	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.612	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.613	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.614	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.615	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.616	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.617	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.618	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.619	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.62	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.621	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.622	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.623	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.624	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.625	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.626	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.627	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.628	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.629	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
